,Player,Pos,Team,PTS,CR,Plus,Apps,Starter,Mins,Goals_x,Shots,On Tar. Shots,Pen Goals,Successful Dribbles,Ast,Acc Pass,Key Pass,Fouls,Was Fouled,YC,RC,Rec Ball,Tackles,Clean Sheets,Saves,Goals_y,top_10_scorer
842,D. Stephens,Midfielder,BRN,8.92,5.8,-1.5,5,3,230,0.0,0.8,0.0,0.0,0.2,0.0,17.6,0.0,0.8,0.4,0.0,0.0,2.4,2.0,0.0,0.0,0,No
843,D. Henderson,Goalkeeper,MUN,8.87,10.0,-1.9,3,2,225,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,3.67,0,No
844,D. Propper,Midfielder,BHA,8.85,7.1,-1.8,4,2,190,0.0,1.0,0.5,0.0,0.25,0.0,15.75,0.0,0.25,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0,No
845,Gabriel Martinelli,Attacker,ARS,8.8,7.1,-1.6,4,2,165,0.0,1.75,0.5,0.0,0.75,0.0,5.5,0.0,0.5,0.5,0.0,0.0,0.75,0.75,0.25,0.0,2,No
846,F. Schar,Defender,NEW,8.67,7.9,-1.6,12,9,862,0.0,0.17,0.08,0.0,0.42,0.0,24.33,0.0,1.17,0.83,0.25,0.0,1.83,0.83,0.08,0.0,1,No
847,J. Lascelles,Defender,NEW,8.64,9.1,-2.1,10,10,853,0.0,0.5,0.1,0.0,0.2,0.0,28.3,0.0,1.1,0.6,0.2,0.0,1.1,0.6,0.1,0.0,2,No
848,J. Riedewald,Defender,CRY,8.57,6.5,0.3,15,6,619,0.07,0.2,0.07,0.0,0.27,0.0,13.73,0.4,0.27,0.27,0.0,0.0,1.07,1.0,0.0,0.0,2,No
849,D. O&#39;Shea,Defender,WBA,8.49,5.9,-0.1,14,13,1180,0.0,0.14,0.0,0.0,0.21,0.0,21.29,0.29,0.57,0.64,0.07,0.0,2.71,2.14,0.0,0.0,0,No
850,T. Minamino,Attacker,SOU,8.43,7.7,-1.2,10,2,321,0.1,0.7,0.3,0.0,0.7,0.0,11.6,0.0,0.4,0.2,0.0,0.0,0.5,0.4,0.1,0.0,3,No
851,B. Ivanovic,Defender,WBA,8.29,5.9,-1.6,11,8,743,0.0,0.36,0.09,0.0,0.0,0.0,24.18,0.09,1.0,0.36,0.18,0.0,1.18,1.27,0.18,0.0,0,No
852,Fabio Silva,Attacker,WOL,8.29,8.1,-1.9,14,6,691,0.14,1.64,0.43,0.07,0.21,0.0,8.29,0.43,0.64,1.07,0.14,0.0,0.21,0.29,0.0,0.0,4,No
853,J. Willock,Midfielder,NEW,8.07,8.4,-0.2,6,2,234,0.0,0.67,0.0,0.0,0.67,0.0,11.33,0.33,1.0,0.67,0.17,0.0,1.0,1.0,0.0,0.0,8,No
854,J. Livermore,Midfielder,WBA,8.02,5.0,-1.1,12,12,945,0.0,0.33,0.0,0.0,0.08,0.0,17.5,0.42,2.0,0.42,0.17,0.08,2.17,2.0,0.08,0.0,0,No
855,M. Gibbs-White,Midfielder,WOL,7.75,6.6,0.0,2,1,94,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.5,0.5,1.0,0.0,0.0,1.5,0.5,0.0,0.0,1,No
856,K. Hoever,Defender,WOL,7.75,4.8,-1.3,4,1,145,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.5,0.75,0.75,0.25,0.0,0.75,1.0,0.0,0.0,0,No
857,K. Bryan,Defender,SHU,7.73,5.0,0.0,3,2,176,0.0,0.0,0.0,0.0,0.33,0.0,14.67,0.33,0.33,0.0,0.0,0.0,1.33,1.0,0.0,0.0,1,No
858,D. Gayle,Attacker,NEW,7.72,5.4,-1.5,5,0,69,0.2,0.8,0.4,0.0,0.0,0.0,4.4,0.2,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,1,No
859,R. Fraser,Midfielder,NEW,7.58,8.4,-2.4,9,3,335,0.0,0.33,0.11,0.0,0.11,0.11,9.22,0.44,0.44,1.11,0.0,0.11,0.56,0.22,0.0,0.0,0,No
860,M. Phillips,Midfielder,WBA,7.46,8.4,-1.6,14,7,645,0.0,0.5,0.29,0.0,0.43,0.07,10.86,0.86,1.0,0.14,0.07,0.0,0.5,0.64,0.0,0.0,2,No
861,E. Nketiah,Attacker,ARS,7.44,5.8,-1.5,13,3,318,0.08,0.54,0.31,0.0,0.46,0.08,4.23,0.38,0.54,0.69,0.0,0.0,0.08,0.08,0.0,0.0,2,No
862,A. Carroll,Attacker,NEW,7.44,4.0,0.3,12,4,362,0.08,1.08,0.08,0.0,0.17,0.0,6.33,0.17,0.67,0.75,0.08,0.0,0.0,0.08,0.08,0.0,1,No
863,J. Bryan,Defender,FUL,7.43,6.7,-1.6,10,5,439,0.0,0.4,0.1,0.0,1.1,0.0,14.2,0.2,0.6,0.5,0.2,0.0,1.4,0.8,0.0,0.0,1,No
864,B. Sharp,Attacker,SHU,7.4,4.7,-1.3,7,2,237,0.29,0.71,0.43,0.29,0.29,0.0,4.29,0.14,1.0,0.57,0.14,0.0,0.0,0.14,0.0,0.0,3,No
865,K. Gibbs,Defender,WBA,7.34,4.0,-1.2,8,7,630,0.0,0.13,0.0,0.0,0.13,0.0,19.75,0.38,0.75,0.13,0.13,0.13,2.38,1.38,0.0,0.0,0,No
866,N. Nkounkou,Defender,EVE,7.3,4.0,0.0,1,1,69,0.0,1.0,0.0,0.0,1.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,0,No
867,T. Roberts,Attacker,LEE,7.21,5.6,-0.4,10,3,341,0.0,0.7,0.3,0.0,0.4,0.1,7.4,0.3,0.5,1.1,0.0,0.0,0.3,0.2,0.1,0.0,1,No
868,M. Ryan,Goalkeeper,ARS,7.16,5.0,-1.1,11,11,990,0.0,0.0,0.0,0.0,0.0,0.0,24.45,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.18,1.45,0,No
869,R. Snodgrass,Midfielder,WBA,7.13,7.2,-1.8,4,1,94,0.0,0.25,0.0,0.0,0.25,0.0,4.5,0.0,0.5,0.75,0.0,0.0,0.75,1.0,0.0,0.0,0,No
870,Vitinha,Midfielder,WOL,7.1,5.9,-1.2,10,2,176,0.0,0.2,0.1,0.0,0.3,0.1,11.7,0.3,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0,No
871,M. Noble,Midfielder,WHU,7.1,8.1,-2.3,9,3,230,0.0,0.0,0.0,0.0,0.0,0.0,13.56,0.22,0.33,0.44,0.11,0.0,0.44,0.33,0.0,0.0,0,No
872,B. Williams,Defender,MUN,7.0,5.4,-1.7,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
873,Z. Steffen,Goalkeeper,MCI,7.0,9.2,-1.8,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,No
874,A. Yarmolenko,Attacker,WHU,6.95,4.9,-1.7,11,1,277,0.0,0.64,0.18,0.0,0.45,0.09,7.73,0.45,0.64,0.55,0.18,0.0,0.45,0.45,0.09,0.0,0,No
875,M. Hector,Defender,FUL,6.9,4.0,-0.8,4,3,264,0.0,0.25,0.0,0.0,0.75,0.0,36.75,0.25,1.25,0.75,0.5,0.0,0.5,0.75,0.0,0.0,0,No
876,M. Sakho,Defender,CRY,6.88,4.0,-1.6,4,3,275,0.0,0.25,0.0,0.0,0.0,0.0,20.25,0.0,0.5,0.25,0.0,0.0,1.25,0.75,0.0,0.0,0,No
877,I. Diallo,Midfielder,SOU,6.83,7.0,-1.1,9,3,291,0.0,0.0,0.0,0.0,0.56,0.0,13.67,0.11,0.89,0.44,0.22,0.0,1.22,1.22,0.22,0.0,0,No
878,M. Obafemi,Attacker,SOU,6.8,4.0,0.0,1,0,13,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
879,Ricardo Pereira,Defender,LEI,6.7,12.0,-1.8,1,0,14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,No
880,J. Shackleton,Midfielder,LEE,6.68,4.3,-1.1,9,1,296,0.0,0.0,0.0,0.0,0.22,0.0,12.22,0.22,0.22,0.22,0.0,0.0,1.56,1.0,0.11,0.0,0,No
881,A. Jahanbakhsh,Midfielder,BHA,6.53,4.9,-1.3,11,2,250,0.0,0.91,0.18,0.0,0.55,0.09,6.55,0.55,0.18,0.09,0.18,0.0,0.64,0.55,0.0,0.0,0,No
882,D. Alli,Midfielder,TOT,6.43,11.9,-2.7,4,1,74,0.0,0.5,0.25,0.0,0.0,0.0,8.5,0.25,0.0,0.75,0.0,0.0,0.25,0.5,0.0,0.0,0,No
883,O. Burke,Attacker,SHU,6.39,4.2,0.2,12,9,742,0.0,1.33,0.33,0.0,0.5,0.08,8.25,1.08,1.5,0.42,0.17,0.0,0.42,0.75,0.0,0.0,1,No
884,S. Aguero,Attacker,MCI,6.3,13.6,-3.1,5,2,141,0.0,0.8,0.2,0.0,0.0,0.0,6.2,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,4,No
885,J. O&#39;Connell,Defender,SHU,6.2,6.8,-2.1,2,2,180,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0,No
886,H. Choudhury,Midfielder,LEI,6.17,4.8,-1.6,3,1,70,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,1.0,0.0,0.33,0.0,0.33,0.67,0.0,0.0,0,No
887,K. Davis,Attacker,AVL,6.15,4.4,-0.3,6,1,148,0.0,0.67,0.0,0.0,0.67,0.0,5.83,0.67,0.17,0.67,0.0,0.0,0.0,0.0,0.17,0.0,1,No
888,R. Nelson,Midfielder,ARS,6.1,4.0,-1.8,2,0,70,0.0,0.5,0.0,0.0,0.5,0.0,7.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0,No
889,W. Morgan,Defender,LEI,6.07,4.0,-0.9,3,0,16,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
890,I. Poveda-Ocampo,Midfielder,LEE,6.01,4.0,-0.2,10,0,245,0.0,0.5,0.3,0.0,0.8,0.0,5.8,0.3,0.3,0.5,0.0,0.0,0.3,0.4,0.0,0.0,0,No
891,J. Onomah,Midfielder,FUL,5.83,4.8,-1.5,4,2,145,0.0,0.0,0.0,0.0,0.25,0.0,10.0,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,No
892,M. Batshuayi,Attacker,CRY,5.8,5.1,-1.5,11,4,435,0.0,0.64,0.27,0.0,0.36,0.09,5.82,0.55,0.55,0.45,0.0,0.0,0.45,0.09,0.0,0.0,2,No
893,B. Gilmour,Midfielder,CHE,5.75,4.5,-0.8,2,0,34,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,1.5,1.0,0.0,0.0,0,No
894,D. Origi,Attacker,LIV,5.66,5.4,-2.1,5,1,70,0.0,0.8,0.4,0.0,0.0,0.0,3.0,0.0,0.0,0.2,0.0,0.0,0.4,0.2,0.0,0.0,0,No
895,R. Brewster,Attacker,SHU,5.05,4.0,-0.4,15,6,657,0.0,0.67,0.27,0.0,0.27,0.0,6.2,0.4,0.67,0.53,0.0,0.0,0.4,0.27,0.0,0.0,0,No
896,K. Edwards,Midfielder,WBA,5.04,4.0,-1.7,5,1,113,0.0,0.4,0.2,0.0,0.2,0.0,6.2,0.2,0.2,0.2,0.0,0.0,0.6,0.6,0.0,0.0,0,No
897,K. Iheanacho,Attacker,LEI,4.83,11.5,-2.2,10,2,237,0.0,0.9,0.2,0.0,0.6,0.0,5.7,0.4,0.7,0.2,0.0,0.0,0.0,0.1,0.0,0.0,12,No
898,Kiko Casilla,Goalkeeper,LEE,4.8,4.5,-1.2,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,No
899,P. Jagielka,Defender,SHU,4.73,4.0,-1.0,3,1,142,0.0,0.0,0.0,0.0,0.0,0.0,12.67,0.0,1.0,0.0,0.33,0.0,1.67,1.0,0.0,0.0,0,No
900,L. Mousset,Attacker,SHU,4.3,4.0,-1.9,6,2,201,0.0,0.5,0.33,0.0,0.67,0.0,4.33,0.5,1.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0,No
901,H. Robson-Kanu,Attacker,WBA,4.2,5.9,-2.3,7,0,168,0.0,0.57,0.29,0.0,0.14,0.0,1.43,0.14,1.14,0.71,0.0,0.0,0.0,0.14,0.0,0.0,2,No
902,M. Vydra,Attacker,BRN,3.91,6.2,0.0,10,1,203,0.0,0.8,0.1,0.0,0.2,0.0,2.7,0.2,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,3,No
903,A. Tuanzebe,Defender,MUN,3.8,4.3,-1.5,4,0,49,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0,No
904,L. Davis,Defender,LEE,3.65,4.0,0.0,2,0,31,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,No
905,A. Zeqiri,Attacker,BHA,3.1,5.6,-1.8,2,0,63,0.0,2.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0,No
906,J. King,Attacker,EVE,3.0,7.3,0.0,1,0,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,No
907,Kepa,Goalkeeper,CHE,2.93,8.8,-2.5,3,3,270,0.0,0.0,0.0,0.0,0.0,0.0,21.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0,No
908,O. Ighalo,Attacker,MUN,1.3,5.4,-1.9,1,0,9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
909,N. Taylor,Defender,AVL,1.3,4.0,-1.5,1,0,15,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,No
910,M. Rodak,Goalkeeper,FUL,0.5,4.0,-1.0,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,No
911,J. Gbamin,Midfielder,EVE,0.0,4.0,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
912,J. Steer,Goalkeeper,AVL,0.0,4.0,-1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
913,A. Muric,Goalkeeper,MCI,0.0,11.2,-0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
914,D. Rose,Defender,TOT,0.0,5.0,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
915,D. Martin,Goalkeeper,WHU,0.0,5.7,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
916,D. Ward,Goalkeeper,LEI,0.0,7.3,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
917,C. Wickham,Attacker,CRY,0.0,4.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
918,S. Moore,Goalkeeper,SHU,0.0,5.0,-1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
919,R. Runarsson,Goalkeeper,ARS,0.0,7.8,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
920,F. Diabate,Attacker,LEI,0.0,4.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
921,E. Jakupovic,Goalkeeper,LEI,0.0,7.3,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
922,W. Hennessey,Goalkeeper,CRY,0.0,4.6,-1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
923,C. Atsu,Midfielder,NEW,0.0,4.0,-1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
924,M. Dubravka,Goalkeeper,NEW,0.0,6.7,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
925,C. Chambers,Defender,ARS,0.0,8.7,-1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
926,S. Carson,Goalkeeper,MCI,0.0,9.5,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
927,S. Romero,Goalkeeper,MUN,0.0,8.5,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
928,P. Jones,Defender,MUN,0.0,6.7,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
929,J. Lingard,Midfielder,WHU,0.0,12.3,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,No
930,M. Kelly,Defender,CRY,0.0,4.0,-1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
931,J. Steele,Goalkeeper,BHA,0.0,4.0,-1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
932,H. Saivet,Midfielder,NEW,0.0,4.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
933,Jonny Castro,Defender,WOL,0.0,8.0,-1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
934,M. Bogusz,Midfielder,LEE,0.0,4.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
935,B. Engels,Defender,AVL,0.0,4.2,-1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
936,K. McDonald,Midfielder,FUL,0.0,4.0,-1.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
937,E. Caprile,Goalkeeper,LEE,0.0,4.0,-1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
938,A. Forshaw,Midfielder,LEE,0.0,4.0,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
939,M. O&#39;Riley,Midfielder,FUL,0.0,4.0,-1.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
940,K. Tsimikas,Defender,LIV,0.0,5.5,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
941,Fabri,Goalkeeper,FUL,0.0,4.0,-1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
942,M. Gillespie,Goalkeeper,NEW,0.0,4.2,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
943,W. Foderingham,Goalkeeper,SHU,0.0,5.0,-1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
944,F. Andone,Attacker,BHA,0.0,4.0,-0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
945,N. Ferguson,Defender,CRY,0.0,4.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
946,J. Hart,Goalkeeper,TOT,0.0,8.4,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
947,Joao Virginia,Goalkeeper,EVE,0.0,6.3,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
948,Gedson Fernandes,Midfielder,TOT,0.0,4.7,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
949,Wesley Moraes,Attacker,AVL,0.0,6.6,-1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
950,J. Rodwell,Midfielder,SHU,0.0,4.0,-0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
951,M. Goodridge,Midfielder,BRN,0.0,4.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
952,L. Grant,Goalkeeper,MUN,0.0,8.5,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
953,W. Caballero,Goalkeeper,CHE,0.0,8.5,-2.1,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
954,A. Diallo,Attacker,MUN,0.0,4.3,-0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
955,T. Heaton,Goalkeeper,AVL,0.0,4.0,-1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
956,J. Izquierdo,Midfielder,BHA,0.0,4.0,-1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
957,F. Anjorin,Midfielder,CHE,0.0,4.0,-0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
958,J. Ruddy,Goalkeeper,WOL,0.0,6.6,-1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
959,M. Rojo,Defender,MUN,0.0,4.0,-0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
960,B. Peacock-Farrell,Goalkeeper,BRN,-0.5,4.0,-1.7,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,No
961,Adrian,Goalkeeper,LIV,-0.6,9.2,-2.4,2,2,180,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0,No
962,K. De Bruyne,Midfielder,MCI,29.27,19.4,2.6,18,17,1472,0.33,2.94,0.89,0.0,1.56,0.61,41.44,3.89,0.89,0.72,0.11,0.0,1.17,1.5,0.33,0.0,13,No
963,J. Vardy,Attacker,LEI,27.81,16.7,2.5,19,19,1710,0.89,2.58,1.53,0.16,0.68,0.16,8.84,0.63,0.74,0.37,0.11,0.0,0.47,0.53,0.37,0.0,23,Yes
964,Mohamed Salah,Attacker,LIV,27.8,21.1,-0.8,16,16,1353,0.63,3.94,1.69,0.19,1.31,0.31,20.63,1.56,0.56,0.56,0.0,0.0,0.31,0.44,0.38,0.0,19,Yes
965,S. Mane,Attacker,LIV,27.79,19.5,0.1,17,16,1418,0.53,2.41,1.18,0.0,1.65,0.35,24.24,2.0,1.65,1.35,0.06,0.0,1.47,1.47,0.24,0.0,18,No
966,M. Rashford,Attacker,MUN,26.17,18.7,1.6,19,19,1642,0.58,3.32,1.42,0.21,1.79,0.21,19.68,1.26,0.68,1.47,0.11,0.0,0.74,0.63,0.11,0.0,17,No
967,J. Grealish,Midfielder,AVL,25.81,15.3,3.0,17,17,1524,0.29,2.18,0.82,0.0,2.0,0.29,35.47,2.71,0.82,4.65,0.24,0.0,1.47,1.35,0.24,0.0,8,No
968,D. Alli,Midfielder,TOT,25.78,15.8,0.1,12,11,984,0.5,1.5,1.0,0.0,1.67,0.25,28.08,1.17,0.33,1.33,0.17,0.0,1.67,1.67,0.08,0.0,8,No
969,R. Sterling,Attacker,MCI,25.69,18.9,-0.1,18,18,1583,0.61,3.17,1.11,0.0,2.17,0.06,31.89,1.72,1.33,1.22,0.22,0.0,1.06,1.06,0.28,0.0,20,Yes
970,V. van Dijk,Defender,LIV,24.78,18.5,0.9,19,19,1710,0.16,0.68,0.26,0.0,0.05,0.0,69.16,0.11,0.47,0.79,0.05,0.0,1.37,0.79,0.32,0.0,5,No
971,J. Maddison,Midfielder,LEI,24.67,15.1,1.4,18,18,1580,0.28,2.5,0.61,0.0,1.89,0.17,40.11,2.44,1.39,3.06,0.11,0.0,1.44,2.11,0.33,0.0,6,No
