,Player,Pos,Team,PTS,CR,Plus,Apps,Starter,Mins,Goals_x,Shots,On Tar. Shots,Pen Goals,Successful Dribbles,Ast,Acc Pass,Key Pass,Fouls,Was Fouled,YC,RC,Rec Ball,Tackles,Clean Sheets,Saves,Goals_y,top_10_scorer
343,A. El Ghazi,Midfielder,EVE,9.41,6.9,-1.5,9,4,383,0.11,0.89,0.33,0.11,0.44,0.11,8.78,0.56,0.89,0.56,0.22,0.0,0.56,0.44,0.11,0.0,1,No
344,M. Jensen,Midfielder,BRE,9.38,8.1,-1.2,13,7,655,0.0,0.54,0.23,0.0,0.54,0.08,20.31,1.62,0.46,0.23,0.0,0.0,1.0,0.92,0.0,0.0,0,No
345,S. Ghoddos,Midfielder,BRE,9.38,4.8,-0.4,9,2,299,0.11,0.78,0.33,0.0,0.33,0.11,9.33,0.44,0.56,0.78,0.22,0.0,1.0,1.0,0.0,0.0,1,No
346,Andre Gomes,Midfielder,EVE,9.37,6.3,-1.1,6,2,249,0.0,1.67,0.33,0.0,0.67,0.17,12.67,0.5,1.67,0.17,0.17,0.0,0.83,1.33,0.0,0.0,0,No
347,J. Sorensen,Defender,NOR,9.3,4.8,-1.3,3,1,168,0.0,1.0,0.33,0.0,0.33,0.0,27.67,0.0,1.0,0.0,0.0,0.0,2.0,1.67,0.0,0.0,0,No
348,D. Welbeck,Attacker,BHA,9.3,10.0,-1.5,7,3,334,0.14,0.86,0.71,0.0,0.71,0.0,7.0,0.57,0.43,0.43,0.0,0.0,0.43,0.57,0.14,0.0,6,No
349,C. Cathcart,Defender,WAT,9.29,6.1,0.2,17,17,1465,0.0,0.06,0.0,0.0,0.0,0.06,27.47,0.12,0.65,0.12,0.18,0.0,1.47,1.0,0.06,0.0,0,No
350,B. Godfrey,Defender,EVE,9.25,9.1,-1.1,16,16,1401,0.0,0.75,0.25,0.0,0.38,0.0,20.44,0.5,0.75,0.5,0.25,0.0,2.13,2.0,0.13,0.0,0,No
351,P. Struijk,Defender,LEE,9.24,7.0,-0.4,13,10,928,0.0,0.15,0.0,0.0,0.15,0.0,34.62,0.46,1.15,0.15,0.23,0.08,2.85,2.23,0.0,0.0,1,No
352,Junior Firpo,Defender,LEE,9.22,9.0,-2.0,13,10,907,0.0,0.38,0.0,0.0,0.54,0.0,28.0,0.85,1.69,0.54,0.46,0.0,1.38,2.23,0.08,0.0,0,No
353,A. Masina,Defender,WAT,9.21,5.4,-0.3,9,9,687,0.0,0.22,0.0,0.0,0.67,0.0,19.78,0.67,1.11,0.22,0.0,0.0,2.33,1.89,0.0,0.0,0,No
354,N. Vlasic,Midfielder,WHU,9.16,8.9,-2.3,8,3,270,0.0,0.38,0.13,0.0,0.75,0.0,11.13,0.63,0.5,1.0,0.0,0.0,0.75,1.13,0.13,0.0,1,No
355,L. Dendoncker,Midfielder,WOL,9.11,8.9,-0.9,14,7,692,0.0,0.5,0.21,0.0,0.07,0.07,17.14,0.43,0.36,0.21,0.21,0.0,0.71,1.36,0.21,0.0,2,No
356,N. Tella,Midfielder,SOU,9.11,5.7,-1.3,9,6,520,0.0,1.11,0.44,0.0,1.0,0.0,7.56,0.56,1.44,1.22,0.11,0.0,0.89,0.78,0.0,0.0,0,No
357,A. Gordon,Midfielder,EVE,9.1,9.0,0.2,16,9,860,0.0,0.88,0.25,0.0,0.75,0.06,11.31,0.75,0.75,1.75,0.06,0.0,1.38,1.38,0.06,0.0,4,No
358,F. Delph,Midfielder,EVE,9.09,5.6,-1.2,7,4,340,0.0,0.14,0.0,0.0,0.29,0.0,19.0,0.29,0.71,0.57,0.14,0.0,2.43,1.57,0.14,0.0,0,No
359,J. Hernandez,Attacker,WAT,9.07,7.3,0.4,15,6,742,0.13,1.4,0.27,0.0,0.8,0.07,9.07,1.13,0.6,0.6,0.0,0.0,0.4,0.27,0.0,0.0,5,No
360,H. Choudhury,Midfielder,LEI,9.07,4.0,-1.4,3,2,169,0.0,0.33,0.0,0.0,0.67,0.0,28.0,0.0,1.0,1.0,0.33,0.0,3.0,2.67,0.0,0.0,0,No
361,J. Lewis,Defender,NEW,8.96,6.2,-1.5,5,4,263,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.2,0.4,0.4,0.2,0.0,1.8,1.6,0.2,0.0,0,No
362,R. Bertrand,Defender,LEI,8.95,6.1,-1.5,4,4,338,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.75,0.25,0.25,0.0,1.5,2.0,0.0,0.0,0,No
363,S. Alzate,Midfielder,BHA,8.93,4.7,-1.2,4,1,127,0.0,0.25,0.25,0.0,0.0,0.0,16.0,0.5,0.5,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0,No
364,M. Djenepo,Midfielder,SOU,8.81,5.8,-1.4,8,5,430,0.0,1.25,0.13,0.0,1.5,0.0,11.75,0.75,1.13,1.25,0.38,0.0,0.63,1.13,0.13,0.0,0,No
365,Lyanco,Defender,SOU,8.79,6.3,-1.2,9,4,437,0.0,0.33,0.0,0.0,0.44,0.0,13.0,0.33,1.11,0.44,0.11,0.0,1.22,0.89,0.0,0.0,0,No
366,J. Ngakia,Defender,WAT,8.68,5.5,-0.8,10,4,489,0.0,0.2,0.0,0.0,0.8,0.0,13.7,0.1,0.8,0.3,0.0,0.0,1.3,1.6,0.0,0.0,0,No
367,E. Krafth,Defender,NEW,8.66,7.0,-1.0,7,6,542,0.0,0.29,0.14,0.0,0.14,0.14,19.29,0.29,0.57,0.57,0.29,0.0,1.43,1.71,0.0,0.0,0,No
368,T. Roberts,Attacker,LEE,8.65,4.1,1.5,19,6,841,0.05,1.26,0.63,0.0,0.63,0.05,9.68,0.63,0.63,1.05,0.21,0.0,0.53,0.68,0.05,0.0,1,No
369,W. Caballero,Goalkeeper,SOU,8.65,4.8,0.0,2,2,180,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,0,No
370,F. Fernandez,Defender,NEW,8.6,5.8,-1.7,7,5,522,0.0,0.86,0.14,0.0,0.0,0.0,25.86,0.14,0.14,0.29,0.0,0.0,0.57,0.43,0.0,0.0,0,No
371,Joao Pedro,Attacker,WAT,8.6,10.0,-2.1,12,4,530,0.08,1.25,0.42,0.0,0.75,0.08,9.08,0.75,0.42,0.92,0.08,0.0,0.58,0.42,0.08,0.0,3,No
372,F. Onyeka,Midfielder,BRE,8.45,7.4,-1.4,15,9,793,0.0,0.67,0.07,0.0,0.73,0.0,13.73,0.27,1.73,1.13,0.2,0.0,1.53,1.27,0.2,0.0,0,No
373,Mohamed Elneny,Midfielder,ARS,8.4,5.5,-1.1,6,1,165,0.0,0.17,0.0,0.0,0.0,0.17,18.17,0.67,0.33,0.0,0.0,0.0,0.83,0.67,0.0,0.0,0,No
374,J. Schlupp,Midfielder,CRY,8.28,9.3,-0.9,13,4,404,0.08,0.62,0.08,0.0,0.77,0.0,5.77,0.31,0.54,0.08,0.0,0.0,0.92,0.62,0.08,0.0,4,No
375,Ayoze Perez,Attacker,LEI,8.24,7.4,-1.7,7,3,217,0.0,0.86,0.57,0.0,0.57,0.29,8.0,1.14,0.43,0.43,0.0,0.14,0.29,0.29,0.14,0.0,2,No
376,K. Hoever,Defender,WOL,8.22,4.0,-0.8,6,2,192,0.0,0.17,0.0,0.0,0.67,0.0,8.5,0.17,0.83,0.5,0.17,0.0,1.5,1.17,0.17,0.0,0,No
377,W. Smallbone,Midfielder,SOU,8.2,4.0,0.0,1,1,70,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0,No
378,M. Holgate,Defender,EVE,8.18,8.1,-1.3,8,6,603,0.0,0.13,0.0,0.0,0.0,0.0,18.88,0.0,1.38,0.63,0.25,0.13,2.13,1.0,0.13,0.0,2,No
379,J. Kenny,Defender,EVE,8.17,4.7,0.1,3,2,190,0.0,0.67,0.0,0.0,0.0,0.0,11.67,0.33,0.0,0.33,0.0,0.0,2.0,1.67,0.0,0.0,0,No
380,Alvaro Fernandez,Goalkeeper,BRE,8.17,5.9,0.7,9,9,810,0.0,0.0,0.0,0.0,0.0,0.0,24.33,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.11,3.67,0,No
381,Y. Wissa,Midfielder,BRE,8.07,9.8,-0.9,11,1,273,0.18,0.45,0.27,0.0,0.55,0.0,4.27,0.18,0.18,0.64,0.0,0.0,0.36,0.27,0.0,0.0,7,No
382,J. Vestergaard,Defender,LEI,8.01,6.5,-1.6,9,6,563,0.0,0.11,0.0,0.0,0.44,0.0,37.11,0.11,0.44,0.11,0.22,0.0,1.89,1.67,0.0,0.0,0,No
383,J. Lascelles,Defender,NEW,7.91,7.8,-1.8,15,15,1350,0.07,0.73,0.2,0.0,0.07,0.0,22.93,0.2,0.73,0.0,0.33,0.0,1.0,0.4,0.07,0.0,1,No
384,C. Chukwuemeka,Midfielder,AVL,7.9,5.4,-0.6,6,2,178,0.0,0.33,0.17,0.0,0.33,0.17,9.33,0.33,0.33,0.5,0.0,0.0,0.17,0.83,0.0,0.0,0,No
385,W. Troost-Ekong,Defender,WAT,7.87,5.3,-1.1,15,14,1286,0.0,0.13,0.0,0.0,0.07,0.0,29.47,0.07,0.87,0.13,0.2,0.0,1.07,1.13,0.0,0.0,0,No
386,M. Sorensen,Defender,BRE,7.83,6.0,-1.6,3,2,199,0.0,0.33,0.0,0.0,0.0,0.0,29.67,0.67,0.33,0.0,0.33,0.0,0.67,0.67,0.0,0.0,0,No
387,R. Koch,Defender,LEE,7.7,7.5,-1.8,2,2,180,0.0,0.0,0.0,0.0,1.5,0.0,27.0,0.0,1.5,0.0,0.5,0.0,2.5,1.5,0.0,0.0,0,No
388,C. Clark,Defender,NEW,7.64,4.9,-1.4,12,12,993,0.0,0.58,0.08,0.0,0.33,0.08,23.83,0.33,0.5,0.42,0.17,0.08,1.92,1.08,0.0,0.0,0,No
389,E. Kayembe,Midfielder,WAT,7.6,8.3,0.0,2,1,87,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.5,0.0,0.0,0.0,2.0,1.5,0.5,0.0,0,No
390,J. Rodriguez,Attacker,BRN,7.58,6.3,-1.8,15,4,556,0.07,1.4,0.33,0.0,0.4,0.07,4.87,0.4,0.8,0.53,0.2,0.0,0.6,0.73,0.13,0.0,2,No
391,A. Barnes,Attacker,BRN,7.58,6.0,-1.6,10,5,453,0.1,1.0,0.4,0.1,0.2,0.0,6.5,0.6,1.3,0.7,0.2,0.0,0.2,0.5,0.0,0.0,1,No
392,S. Armstrong,Midfielder,SOU,7.5,8.6,-1.6,6,1,144,0.0,0.33,0.0,0.0,0.5,0.0,8.67,0.83,0.0,0.5,0.0,0.0,0.5,0.17,0.0,0.0,2,No
393,D. van de Beek,Midfielder,EVE,7.39,9.0,-2.2,7,0,68,0.14,0.14,0.14,0.0,0.0,0.0,3.71,0.43,0.29,0.29,0.0,0.0,0.86,0.71,0.0,0.0,2,No
394,T. Minamino,Attacker,LIV,7.38,8.2,-1.9,6,0,40,0.17,0.17,0.17,0.0,0.0,0.0,3.83,0.0,0.5,0.17,0.17,0.0,0.0,0.17,0.0,0.0,3,No
395,Saul,Midfielder,CHE,7.36,11.0,-2.4,5,2,162,0.0,0.2,0.0,0.0,0.0,0.0,20.8,0.0,1.0,0.0,0.2,0.0,1.0,1.0,0.0,0.0,0,No
396,J. Riedewald,Midfielder,CRY,7.2,4.3,-1.8,2,1,101,0.0,0.0,0.0,0.0,0.5,0.0,19.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0,No
397,B. Traore,Midfielder,AVL,7.15,7.4,-2.1,6,0,103,0.0,1.0,0.17,0.0,1.17,0.0,5.83,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0,No
398,M. Vydra,Attacker,BRN,7.11,4.7,0.4,14,2,337,0.07,0.86,0.29,0.0,0.36,0.14,2.36,0.29,0.36,0.36,0.0,0.0,0.07,0.14,0.0,0.0,2,No
399,S. Rondon,Attacker,EVE,6.89,6.6,-1.5,13,7,668,0.08,1.23,0.31,0.0,0.23,0.08,7.0,0.54,0.77,0.23,0.23,0.0,0.08,0.46,0.08,0.0,1,No
400,J. Sargent,Attacker,NOR,6.87,8.8,-2.7,16,10,889,0.0,0.75,0.06,0.0,0.38,0.0,10.06,0.5,0.25,1.13,0.0,0.0,0.94,0.81,0.19,0.0,2,No
401,T. Walcott,Midfielder,SOU,6.86,4.8,-1.4,8,5,378,0.0,0.75,0.0,0.0,0.13,0.0,7.25,0.13,0.13,0.75,0.0,0.0,0.88,0.5,0.0,0.0,0,No
402,R. Fraser,Midfielder,NEW,6.77,8.6,-2.1,14,7,600,0.0,0.5,0.14,0.0,0.07,0.07,8.0,0.5,0.29,0.57,0.07,0.0,0.71,0.29,0.0,0.0,2,No
403,M. Rasmussen,Defender,BRE,6.51,5.0,-0.8,9,5,510,0.0,0.22,0.0,0.0,0.33,0.0,9.44,0.11,0.67,0.56,0.0,0.0,2.0,1.22,0.0,0.0,1,No
404,D. Gosling,Midfielder,WAT,6.5,4.1,-0.2,1,0,21,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,No
405,A. Lennon,Midfielder,BRN,6.39,7.4,0.0,10,4,363,0.0,0.3,0.1,0.0,0.4,0.0,5.8,0.2,1.0,0.7,0.1,0.0,0.6,0.9,0.3,0.0,2,No
406,F. Sierralta,Defender,WAT,6.37,4.0,-1.4,3,3,248,0.0,0.0,0.0,0.0,0.67,0.0,37.67,0.0,0.67,0.33,0.0,0.0,0.67,1.0,0.0,0.0,0,No
407,K. Darlow,Goalkeeper,NEW,6.23,5.4,-2.1,8,8,720,0.0,0.0,0.0,0.0,0.0,0.0,15.88,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.0,3.0,0,No
408,J. Lossl,Goalkeeper,BRE,6.2,5.9,0.0,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,No
409,J. Butland,Goalkeeper,CRY,6.13,6.8,-1.8,3,3,270,0.0,0.0,0.0,0.0,0.0,0.0,23.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0,No
410,K. Sema,Midfielder,WAT,6.06,5.7,-2.1,8,3,391,0.0,0.13,0.0,0.0,0.63,0.0,6.75,0.38,1.0,0.13,0.13,0.0,0.25,0.88,0.13,0.0,0,No
411,C. Kabasele,Defender,WAT,6.03,5.2,-1.4,4,2,262,0.0,0.75,0.0,0.0,0.0,0.0,28.5,0.0,0.5,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0,No
412,J. Gbamin,Midfielder,EVE,5.9,4.0,-1.4,3,1,66,0.0,0.0,0.0,0.0,0.67,0.0,5.33,0.0,0.0,0.33,0.0,0.0,0.67,0.33,0.0,0.0,0,No
413,S. Long,Attacker,SOU,5.8,4.1,-0.2,2,0,36,0.0,1.0,0.5,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.0,1.0,1.5,0.0,0.0,1,No
414,K. Dowell,Midfielder,NOR,5.8,5.5,-1.2,9,4,341,0.0,0.33,0.0,0.0,0.22,0.0,7.0,0.67,1.33,0.22,0.0,0.0,0.44,1.11,0.0,0.0,1,No
415,A. Idah,Attacker,NOR,5.61,4.1,-0.5,13,2,266,0.0,0.54,0.23,0.0,0.54,0.0,3.69,0.23,0.23,0.23,0.0,0.0,0.46,0.46,0.0,0.0,1,No
416,R. Fredericks,Defender,WHU,5.5,4.2,-1.8,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
417,A. Yarmolenko,Attacker,WHU,5.16,6.3,-2.7,10,0,66,0.0,0.4,0.1,0.0,0.2,0.0,3.2,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,1,No
418,B. Leno,Goalkeeper,ARS,5.03,8.2,-2.3,3,3,270,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,3.0,0,No
419,J. Justin,Defender,LEI,5.0,7.4,-1.7,1,0,37,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
420,E. Nketiah,Attacker,ARS,4.93,6.5,-1.8,3,0,38,0.0,0.33,0.0,0.0,0.33,0.0,7.0,1.0,0.67,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5,No
421,C. Tzolis,Midfielder,NOR,4.91,6.0,-2.0,9,2,231,0.0,0.56,0.22,0.0,0.0,0.0,5.22,0.56,0.11,0.33,0.0,0.0,0.44,0.44,0.0,0.0,0,No
422,J. Steele,Goalkeeper,BHA,4.8,5.2,-1.7,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,No
423,C. Cresswell,Defender,LEE,4.38,4.0,-1.3,4,1,94,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.25,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0,No
424,J. Gomez,Defender,LIV,4.37,9.4,-2.2,3,0,14,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0,No
425,E. Eze,Midfielder,CRY,4.3,8.2,-2.0,2,0,36,0.0,0.0,0.0,0.0,0.5,0.0,10.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,No
426,K. Long,Defender,BRN,4.2,4.6,-1.5,1,1,90,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,No
427,S. Byram,Defender,NOR,4.1,5.2,-0.3,1,0,45,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0,No
428,Cedric Soares,Defender,ARS,3.95,8.2,-2.1,4,2,215,0.0,0.25,0.0,0.0,0.0,0.0,12.75,0.5,0.25,0.0,0.25,0.0,0.75,0.75,0.0,0.0,1,No
429,D. Gayle,Attacker,NEW,3.85,4.0,-1.9,4,0,28,0.0,0.25,0.0,0.0,0.0,0.0,2.25,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0,No
430,Fabio Silva,Attacker,WOL,3.82,6.2,-2.5,9,0,56,0.0,0.22,0.11,0.0,0.0,0.0,0.67,0.11,0.33,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0,No
431,J. Rodon,Defender,TOT,3.4,4.0,-1.6,1,0,78,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
432,C. Tosun,Attacker,EVE,2.6,4.0,-1.7,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
433,N. Ferguson,Defender,CRY,2.4,4.0,-1.8,1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
434,S. Kalu,Midfielder,WAT,2.0,6.2,0.0,1,0,45,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
435,E. Bailly,Defender,MUN,1.57,5.5,-1.8,3,2,151,0.0,0.0,0.0,0.0,0.0,0.0,13.67,0.0,0.67,0.0,0.33,0.0,1.0,1.0,0.0,0.0,0,No
436,A. Fletcher,Attacker,WAT,1.53,4.0,-1.0,3,0,28,0.0,0.67,0.33,0.0,0.0,0.0,1.0,0.0,0.33,0.0,0.0,0.0,0.33,0.67,0.0,0.0,0,No
437,A. Begovic,Goalkeeper,EVE,0.9,7.1,-1.9,1,1,90,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,No
438,M. Noble,Midfielder,WHU,0.25,7.4,-2.3,2,0,3,0.0,0.5,0.5,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,No
439,Y. Mosquera,Defender,WOL,0.0,4.0,-0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
440,N. Patterson,Defender,EVE,0.0,8.7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
441,A. Kral,Midfielder,WHU,0.0,5.7,-1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
442,K. Trippier,Defender,NEW,0.0,12.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,No
443,Bruno Guimaraes,Midfielder,NEW,0.0,12.2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,No
444,R. Olsen,Goalkeeper,AVL,0.0,6.4,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
445,K. Klaesson,Goalkeeper,LEE,0.0,6.3,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
446,G. Sigurdsson,Midfielder,EVE,0.0,7.8,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
447,Mata,Midfielder,MUN,0.0,4.8,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
448,L. Grant,Goalkeeper,MUN,0.0,8.9,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
449,P. Jones,Defender,MUN,0.0,5.6,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
450,Adrian,Goalkeeper,LIV,0.0,9.7,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
451,E. Jakupovic,Goalkeeper,LEI,0.0,8.1,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
452,D. Ward,Goalkeeper,LEI,0.0,8.3,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
453,M. Kelly,Defender,CRY,0.0,4.1,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
454,M. McGovern,Goalkeeper,NOR,0.0,4.1,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
455,W. Hennessey,Goalkeeper,BRN,0.0,6.4,-1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
456,Kenedy,Midfielder,CHE,0.0,4.0,-0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
457,P. Bardsley,Defender,BRN,0.0,4.4,-1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
458,T. Baluta,Midfielder,BHA,0.0,4.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
459,T. Heaton,Goalkeeper,MUN,0.0,8.9,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
460,P. Gollini,Goalkeeper,TOT,0.0,8.6,-1.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
461,P. Dummett,Defender,NEW,0.0,4.0,-1.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
462,C. Zimmermann,Defender,NOR,0.0,4.0,-1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
463,J. Dasilva,Midfielder,BRE,0.0,5.8,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
464,W. Norris,Goalkeeper,BRN,0.0,5.6,-1.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
465,J. Jeanvier,Defender,BRE,0.0,4.0,-1.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
466,T. Fosu,Midfielder,BRE,0.0,4.0,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
467,M. Caicedo,Midfielder,BHA,0.0,7.0,-0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,No
468,A. Areola,Goalkeeper,WHU,0.0,6.7,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
469,M. Gillespie,Goalkeeper,NEW,0.0,5.6,-1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
470,M. Bettinelli,Goalkeeper,CHE,0.0,9.4,-1.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
471,D. Randolph,Goalkeeper,WHU,0.0,6.6,-1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
472,D. Henderson,Goalkeeper,MUN,0.0,8.9,-1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,No
